kbli_kode,provinsi,total_investasi_rp_juta,total_investasi_us_ribu,total_tki,row_count,percentage_share
93,Sulawesi Tengah,4124.495,249.96939389599999,12,5,0.0008059047096748662
19,Sumatera Selatan,4117.9428100000005,249.572291471,0,4,0.0008046244460838849
80,Riau,4086.613324,247.673534774,258,7,0.0007985028286933695
45,Bengkulu,4076.333654,247.050524472,36,7,0.0007964942350432614
93,Papua,4064.928996,246.3593331,0,1,0.0007942658246331551
93,Papua Barat Daya,4062.377528,246.2046987,7,6,0.0007937672811562483
2,Sulawesi Tengah,4009.259923,242.98544985499998,0,4,0.000783388379488008
43,Sulawesi Selatan,4006.790615,242.835794834,20,7,0.0007829058896445634
33,Sulawesi Tengah,4000.0,242.4242424,20,1,0.0007815790390579852
71,Sulawesi Tenggara,3953.888732,239.62962008,8,2,0.0007725691389246888
19,Riau,3908.683135,236.88988698499998,6,2,0.0007637362021588632
33,Sumatera Utara,3864.0439930000002,234.184484403,291,6,0.00075501394773168
13,Daerah Istimewa Yogyakarta,3855.473018,233.665031354,473,3,0.0007533392241306075
42,Papua Pegunungan,3847.38,233.1745455,7,1,0.0007517578908227278
59,Kalimantan Selatan,3843.710901,232.95217581000003,31,2,0.0007510409681050706
71,Sulawesi Tengah,3815.824709,231.26210354999998,5,2,0.000745592152318484
96,Banten,3810.688447,230.95081496799997,17,6,0.0007445885536389064
86,Maluku,3778.690629,229.0115533,8,1,0.0007383363476778084
78,Kalimantan Timur,3750.31736,227.29196123699998,496,8,0.00073279235959782
3,Sumatera Utara,3740.85,226.718181806,119,2,0.000730942487065016
93,Sumatera Barat,3731.835468,226.171846588,48,16,0.0007291810947504866
38,Sumatera Utara,3667.544014,222.27539482600002,3,4,0.0007166188815412464
79,Jawa Tengah,3659.493864,221.787506945,7,10,0.0007150459244159282
55,Papua Selatan,3655.0,221.5151515,1,1,0.000714167846939234
42,Daerah Istimewa Yogyakarta,3642.6744059999996,220.768145812,22,5,0.0007117594904606492
22,Kalimantan Tengah,3638.805387,220.533659827,3,5,0.00071100350442262
56,Kalimantan Tengah,3629.038652,219.941736487,118,11,0.0007090951355836115
79,Sumatera Barat,3602.274905,218.31969120899998,32,6,0.0007038656396681487
70,Kalimantan Barat,3576.072369,216.73165871,18,2,0.0006987458014412082
9,Papua Tengah,3549.568931,215.12538976000002,20,2,0.0006935671685402649
9,Sumatera Barat,3543.796545,214.7755482,0,1,0.000692439274564527
56,Kalimantan Barat,3520.4548379999997,213.36089927400002,84,10,0.0006878784273327686
11,Kalimantan Timur,3509.0,212.6666667,0,1,0.0006856402120136175
6,Jambi,3476.511456,210.697664,0,1,0.0006792921207636392
59,Sumatera Selatan,3465.4107219999996,210.024892242,33,6,0.0006771230955104996
3,Sulawesi Selatan,3442.800294,208.654563268,127,8,0.0006727051363632673
72,Jawa Timur,3419.93237,207.268628485,8,3,0.0006682368638469744
69,Bali,3407.996628,206.545250152,0,3,0.0006659046824062735
59,Sulawesi Selatan,3403.236212,206.25674013999998,22,2,0.0006649745220655744
20,Papua Barat,3382.046486,204.9725143,0,1,0.0006608341606443289
96,Riau,3377.5,204.69696967299998,0,2,0.0006599458011045862
31,Sumatera Selatan,3372.358655,204.38537307,3,3,0.0006589412092334448
55,Kepulauan Bangka Belitung,3333.861919,202.052237537,50,7,0.0006514191487510076
42,Maluku Utara,3322.828607,201.383551958,0,5,0.0006492632974033608
46,Maluku,3298.8895220000004,199.932698297,126,9,0.0006445857256408041
33,Kalimantan Barat,3258.513043,197.485638972,1,7,0.0006366963732264628
55,Sumatera Selatan,3246.095153,196.733039571,36,7,0.0006342699825931308
38,Kalimantan Timur,3235.20986,196.07332483,41,3,0.0006321430533824297
64,Sulawesi Tenggara,3232.472465,195.907422106,31,5,0.0006316081807440241
2,Sumatera Utara,3222.832492,195.323181297,20,7,0.0006297245805355529
41,Maluku,3207.2,194.375757615,0,2,0.0006266700735166925
38,Jambi,3203.542543,194.15409351,2,5,0.0006259554255848285
43,Gorontalo,3184.0,192.96969694199998,55,2,0.0006221369150901562
33,Kalimantan Tengah,3157.433264,191.359591765,0,4,0.0006169459140917093
31,Bali,3148.582294,190.8231693013,4,13,0.0006152164809348766
10,Papua,3147.5258780000004,190.759144086,0,3,0.0006150100627843452
38,Kalimantan Tengah,3147.455,190.754848482,0,2,0.0006149962135945626
86,Gorontalo,3130.629508,189.7351217,28,1,0.0006117086006273032
73,Jawa Barat,3121.8238429999997,189.20144501100003,35,20,0.0006099880198300614
23,Daerah Istimewa Yogyakarta,3110.039951,188.487269709,0,2,0.0006076855090836309
42,Papua Barat,3063.403231,185.660801844,9,5,0.0005985729383830267
86,Papua Selatan,3062.0,185.5757576,332,1,0.0005982987543988877
78,Sumatera Selatan,3061.530386,185.54729615000002,48,5,0.0005982069942841755
43,Kalimantan Selatan,3060.5553,185.488200012,23,5,0.0005980164675894559
53,Sumatera Barat,3045.0081,184.545945448,6,3,0.0005949786261804453
59,Jambi,3032.47912,183.78661332000001,24,2,0.0005925305291432511
85,Jawa Tengah,2996.708514,181.618697817,175,36,0.0005855411401772506
45,Aceh,2981.48627,180.696137621,106,11,0.0005825667934677941
80,Lampung,2980.412979,180.631089636,26,6,0.0005823570780306918
21,Kepulauan Riau,2941.370676,178.26488943,31,2,0.000574728416615354
33,Kalimantan Utara,2921.151852,177.03950619,40,2,0.0005707777643571534
50,Maluku Utara,2911.755797,176.4700483,0,1,0.0005689418244476944
36,Kepulauan Riau,2881.173672,174.616586161,26,2,0.0005629662374802316
2,Nusa Tenggara Timur,2877.3843549999997,174.386930597,7,2,0.000562225824795345
64,Sulawesi Tengah,2854.94535,173.026990907,77,11,0.0005578413608040158
58,Banten,2844.7526789999997,172.40925326,283,8,0.0005558497663026122
11,Sulawesi Selatan,2835.578582,171.853247422,16,4,0.000554057195823241
65,Sumatera Utara,2829.330838,171.4745962,46,1,0.0005528364193852909
62,Kepulauan Riau,2759.9776930000003,167.271375285,7,3,0.0005392851782791037
91,Nusa Tenggara Barat,2739.0,165.999999998,85,6,0.0005351862469949553
58,Jawa Barat,2721.8191300000003,164.95873512300003,52,6,0.0005318291950287603
93,Papua Barat,2720.76914,164.895099415,1,2,0.0005316240324849551
59,Kalimantan Barat,2693.119016,163.2193343,10,4,0.0005262213431485167
7,Maluku,2692.020888,163.15278112700003,0,3,0.000526006774691766
24,Kalimantan Tengah,2646.714407,160.40693375,4,2,0.0005171541257209963
23,Bengkulu,2642.638505,160.15990935,14,2,0.0005163577158288826
51,Riau,2601.894915,157.6906009,0,1,0.0005083966318488894
80,Kalimantan Utara,2572.228165,155.892616067,0,2,0.0005025999043596461
2,Kalimantan Utara,2548.908647,154.479311939,19,4,0.0004980433927422123
11,Kalimantan Barat,2548.3612169999997,154.44613434599998,3,3,0.0004979364277888743
71,Daerah Istimewa Yogyakarta,2517.660031,152.585456431,42,5,0.0004919375769259193
56,Papua,2502.556859,151.67011267,26,4,0.0004889864962612974
31,Sulawesi Utara,2475.222245,150.013469386,0,3,0.00048364545592551213
75,Daerah Khusus Ibukota Jakarta,2463.605089,149.30939935799998,67,4,0.0004813755245197455
96,Nusa Tenggara Barat,2463.3035680000003,149.291125338,2,8,0.00048131660889638657
6,Nusa Tenggara Barat,2457.138667,148.917495,1,1,0.00048011201954651966
11,Daerah Khusus Ibukota Jakarta,2454.282219,148.744376917,30,7,0.0004795538845757799
16,Papua Selatan,2452.691888,148.6479932,0,1,0.0004792431422320888
16,Daerah Khusus Ibukota Jakarta,2362.136527,143.159789517,16,8,0.0004615490992241066
45,Kalimantan Utara,2358.5010979999997,142.93946048499998,26,4,0.0004608387554480107
56,Kepulauan Bangka Belitung,2357.701102,142.89097587499998,39,6,0.0004606824404217782
42,Gorontalo,2333.000022,141.39394077,97,3,0.0004558559788292546
22,Sulawesi Utara,2307.53337,139.8505073,0,1,0.00045087992847970854
20,Jambi,2299.987,139.393151551,1,3,0.0004494054073264646
8,Bengkulu,2279.5,138.151515188,2,2,0.00044540235488316925
53,Bali,2270.861156,137.627948847,27,7,0.00044371437003514635
79,Papua Barat Daya,2264.009458,137.21269446099998,109,2,0.00044237558415045745
3,Kalimantan Timur,2218.5,134.454545427,81,3,0.000433483274537535
49,Kalimantan Tengah,2213.899721,134.17574065600002,14,6,0.0004325844041274804
2,Papua,2162.361825,131.052231791,0,3,0.0004225141693197928
41,Kalimantan Tengah,2159.6110009999998,130.8855152196061,5,5,0.0004219766727251583
78,Daerah Istimewa Yogyakarta,2152.730897,130.468539216,38,6,0.0004206323364569236
80,Sulawesi Tenggara,2140.864912,129.74938862,45,2,0.00041831378516847946
32,Aceh,2140.127,129.7046667,0,1,0.00041816960103051217
96,Jawa Timur,2120.70701,128.527697569,51,4,0.00041437503674983324
41,Gorontalo,2114.62,128.15878787999998,38,2,0.00041318566689319913
66,Lampung,2112.463008,128.02806109,25,2,0.00041276420195954526
9,Kepulauan Bangka Belitung,2111.3688190000003,127.96174656,0,2,0.0004125504031627533
22,Sumatera Barat,2109.276052,127.834912245,39,3,0.0004121414874575452
70,Sumatera Utara,2107.826296,127.747048245,24,4,0.00041185821273220807
50,Sumatera Barat,2104.965,127.57363636599999,0,4,0.000411299130487673
42,Sulawesi Tenggara,2093.821168,126.89825260399999,35,9,0.0004091216841111771
68,Kalimantan Utara,2090.470733,126.69519593300001,3,3,0.0004084670266692455
56,Aceh,2075.829899,125.80787266200001,73,12,0.0004056062844270636
43,Papua Barat Daya,2065.0,125.15151518,46,2,0.0004034901789136848
19,Kalimantan Selatan,2064.565224,125.125165099,1,4,0.0004034052259616135
11,Lampung,2041.73369,123.74143574,0,3,0.00039894406386062857
56,Kalimantan Selatan,2028.77783,122.95623211899999,344,16,0.0003964125567083861
77,Nusa Tenggara Timur,2026.172834,122.798353583,6,5,0.0003959035541407786
15,Daerah Khusus Ibukota Jakarta,2014.859538,122.1126993,56,4,0.000393692995386714
7,Kepulauan Riau,2013.0,122.0,3,3,0.00039332965140593103
23,Kalimantan Tengah,2000.075,121.216666655,4,2,0.000390804174135975
43,Sumatera Barat,1979.64869,119.978708491,7,3,0.0003868129802006498
49,Papua Selatan,1977.7942,119.8663152,25,1,0.0003864506225726141
85,Nusa Tenggara Barat,1974.8980099999999,119.690788489,0,4,0.0003858847222233318
78,Lampung,1949.706317,118.16401920800001,32,8,0.00038096239742153583
66,Kepulauan Riau,1945.0,117.8787879,1,1,0.0003800428077419453
19,Sulawesi Selatan,1931.962802,117.08865467300001,0,4,0.0003774954075707331
53,Jawa Tengah,1914.9785430000002,116.059305637,3,10,0.00037417677236365013
8,Aceh,1912.789911,115.926661273,0,4,0.0003737491251397972
41,Bengkulu,1912.009,115.87933332700001,18,4,0.0003735965392225548
41,Papua Barat,1900.79,115.199393937,43,3,0.0003714044054127569
28,Lampung,1900.725553,115.1954881,0,1,0.00037139181280667434
46,Papua Pegunungan,1900.0,115.1515152,28,1,0.0003712500435525429
16,Riau,1877.5315,113.789787879,1,3,0.0003668598163927744
77,Papua Barat Daya,1860.09,112.73272727,6,2,0.0003634518386903419
25,Kalimantan Barat,1859.347004,112.687697221,2,3,0.0003633066611654159
74,Jawa Timur,1852.3928819999999,112.26623529300001,3,8,0.0003619478621678529
30,Lampung,1850.0,112.12121212,0,2,0.0003614803055643181
51,Jawa Barat,1848.804713,112.04877044199999,1,2,0.0003612467527481035
59,Sulawesi Utara,1822.690261,110.46607643,12,2,0.00035614412567318206
60,Jawa Timur,1820.905819,110.35792842999999,10,2,0.0003557954550572784
55,Sulawesi Tengah,1813.80058,109.927307887,2,5,0.00035440712858980406
59,Kalimantan Tengah,1799.7706349999999,109.077008185,7,4,0.0003516657508570199
50,Papua,1789.0,108.42424242999999,0,2,0.00034956122521868384
74,Daerah Istimewa Yogyakarta,1774.079983,107.519998966,8,5,0.00034664593208128664
2,Sumatera Barat,1773.3961199999999,107.478552723,7,5,0.0003465123088346898
3,Aceh,1753.059628,106.24603806900001,30,4,0.00034253866486589723
25,Nusa Tenggara Barat,1737.52822,105.304740561,4,3,0.00033950390913093287
65,Jawa Barat,1720.53425,104.274803027,9,3,0.0003361833764453378
74,Jawa Barat,1715.328422,103.959298308,192,12,0.0003351661849339025
11,Sulawesi Tengah,1700.0,103.030303,0,1,0.0003321710915996437
46,Papua Barat,1698.215565,102.922155445,20,3,0.00033182242235150333
82,Kalimantan Timur,1690.3673450000001,102.446505756,7,3,0.00033028892129002445
31,Jambi,1655.960215,100.36122515,6,2,0.00032356594838948863
49,Bengkulu,1637.563614,99.246279636,3,3,0.0003199713489566103
86,Maluku Utara,1606.78792,97.38108605999999,11,3,0.00031395793962089467
65,Jawa Timur,1601.199526,97.04239552,16,2,0.00031286599671779533
59,Sumatera Barat,1593.24,96.56,0,1,0.0003113107470471861
64,Nusa Tenggara Timur,1590.217701,96.376830357,38,8,0.0003107202056601446
41,Daerah Istimewa Yogyakarta,1588.36698,96.26466545299999,22,4,0.0003103585844749585
43,Jambi,1587.201269,96.194016305,64,3,0.00031013081065415864
63,Jawa Tengah,1575.946774,95.51192569000001,3,8,0.00030793174130736294
58,Bali,1561.013122,94.60685587500001,9,8,0.00030501378396241633
7,Sulawesi Barat,1551.0,94.0,0,1,0.00030305727239473374
50,Sulawesi Tenggara,1549.965,93.937272723,23,8,0.0003028550388183775
49,Sulawesi Tenggara,1547.160614,93.767309941,2,3,0.00030230707648962055
81,Sumatera Utara,1546.6120609999998,93.734064306,13,7,0.0003021998921079674
73,Nusa Tenggara Barat,1546.423988,93.72266594,0,3,0.0003021631436293143
3,Maluku Utara,1529.883652,92.72022133,0,1,0.0002989312486501702
31,Kalimantan Timur,1526.469752,92.5133183,23,1,0.0002982641904798102
3,Kalimantan Barat,1522.5359999999998,92.274909089,279,4,0.0002974955559527971
27,Sulawesi Tengah,1522.154949,92.251815091,0,2,0.0002974211005841941
27,Sumatera Utara,1503.835404,91.14153963,10,2,0.0002938415574899242
66,Jawa Barat,1500.3950579999998,90.93303382,106,6,0.00029316933190974743
8,Nusa Tenggara Barat,1493.119238,90.49207503699999,0,5,0.0002917476748087578
79,Sulawesi Selatan,1491.0185610000003,90.364761272,1,4,0.00029133721353100003
41,Papua Selatan,1460.0,88.48484848,0,1,0.00028527634925616457
56,Sulawesi Tenggara,1447.039507,87.699364056,169,8,0.0002827439368400001
3,Sumatera Barat,1416.8,85.866666671,3,3,0.0002768352956343383
58,Jawa Timur,1413.16451,85.646333949,35,9,0.00027612493993916214
66,Jawa Timur,1410.0899570000001,85.459997394,193,5,0.00027552418839434393
51,Sulawesi Selatan,1401.7483,84.95444242,0,1,0.00027389427232879103
46,Papua Selatan,1397.46945,84.69511818999999,3,2,0.00027305820746097273
19,Jawa Tengah,1396.7665889999998,84.652520546,19,6,0.0002729208721047299
56,Maluku Utara,1393.0642360000002,84.428135517,4,4,0.0002721974517297316
71,Kalimantan Utara,1392.3029900000001,84.38199940000001,0,2,0.0002720487082504399
33,Maluku,1345.12,81.52242424,7,1,0.0002628293992544192
91,Daerah Khusus Ibukota Jakarta,1343.879771,81.447258847,52,2,0.00026258706500691126
42,Papua Tengah,1335.0,80.90909090999999,0,2,0.0002608520042856026
50,Jambi,1326.1071299999999,80.37012909,21,2,0.0002591143840883356
71,Bengkulu,1325.668,80.34351515,5,1,0.0002590285803874802
37,Daerah Khusus Ibukota Jakarta,1321.46914,80.08903878699999,9,8,0.0002582081451464955
43,Aceh,1311.0,79.454545456,1,8,0.00025616253005125467
42,Kalimantan Utara,1300.042227,78.790437996,0,2,0.0002540214386283657
36,Daerah Istimewa Yogyakarta,1297.928768,78.662349573,0,3,0.00025360847981478865
81,Bali,1294.96902,78.48297091399999,11,5,0.0002530301605653652
27,Sulawesi Tenggara,1284.88516,77.87182788,0,1,0.0002510598271631664
80,Kepulauan Riau,1283.8965739999999,77.811913582,72,3,0.0002508666626391898
16,Kepulauan Bangka Belitung,1280.3,77.59393939,0,1,0.0002501639109264846
12,Sumatera Utara,1274.558,77.24593939,0,1,0.00024904195421591687
53,Maluku,1272.413676,77.115980367,0,3,0.0002486229645430796
63,Daerah Istimewa Yogyakarta,1253.8946569999998,75.993615566,16,5,0.0002450044452745005
95,Jawa Timur,1223.340954,74.141875996,32,7,0.0002390344118168997
79,Kepulauan Riau,1222.225,74.074242425,5,5,0.00023881636025316146
59,Sulawesi Tenggara,1221.359722,74.02180133499999,13,4,0.00023864728946622197
77,Sulawesi Tenggara,1207.7359999999999,73.196121216,1,3,0.00023598528557893368
8,Nusa Tenggara Timur,1205.261224,73.046134783,8,5,0.00023550172731694275
11,Sulawesi Tenggara,1204.0,72.96969697,32,2,0.00023525529075645352
82,Sulawesi Selatan,1188.101725,72.006165151,23,2,0.00023214885113215862
93,Kalimantan Selatan,1185.130001,71.82606066700001,5,5,0.00023156819183509222
77,Kalimantan Utara,1183.474129,71.725704781,1,3,0.00023124464312345146
50,Maluku,1180.5275060000001,71.547121574,0,2,0.00023066888843024998
71,Kalimantan Tengah,1165.4181090000002,70.63140053699999,6,5,0.0002277165914332486
91,Jawa Timur,1163.4208,70.510351511,91,2,0.0002273263277210181
1,Daerah Istimewa Yogyakarta,1156.621197,70.098254368,5,3,0.00022599772092633913
56,Kalimantan Utara,1151.493,69.78745454,34,3,0.00022499569810549913
41,Maluku Utara,1145.211041,69.406729757,0,3,0.00022376823623584372
96,Sulawesi Selatan,1142.0,69.21212121,10,2,0.00022314081565105476
2,Bali,1137.545146,68.94213006,10,7,0.00022227036052393885
22,Kalimantan Timur,1131.15734,68.554990302,28,2,0.00022102221670514666
72,Banten,1130.0839999999998,68.48993939100001,26,2,0.00022081249169370097
11,Sumatera Selatan,1127.574929,68.33787448,5,1,0.00022032223236842396
78,Sumatera Utara,1122.786,68.04763637,69,3,0.00021938650073693975
53,Daerah Istimewa Yogyakarta,1119.900334,67.872747518,43,4,0.00021882265672210912
59,Nusa Tenggara Timur,1113.547346,67.487717943,11,2,0.00021758131615806243
11,Nusa Tenggara Timur,1092.073076,66.18624702999999,1,2,0.0002133853563302945
49,Papua Barat Daya,1089.219964,66.01333115,0,1,0.00021282787319647329
59,Nusa Tenggara Barat,1074.113696,65.09779976,0,1,0.00020987618758967517
70,Sumatera Selatan,1072.555,65.003333331,0,3,0.0002095716265592093
43,Daerah Istimewa Yogyakarta,1069.05,64.790909088,51,3,0.00020888676792623476
33,Bengkulu,1056.768,64.04654545,3,1,0.0002064869294868072
66,Riau,1052.7506,63.80306667,59,1,0.00020570195057892935
96,Jawa Tengah,1049.920593,63.63155109,5,5,0.0002051489820410325
81,Papua Tengah,1042.021428,63.152813814,144,2,0.00020360552659351737
3,Kalimantan Utara,1025.00625,62.1215909,0,2,0.0002002808499758572
58,Kepulauan Riau,1022.490939,61.96914782,0,1,0.00019978937138727924
78,Sulawesi Selatan,1020.5023,61.84862424,35,3,0.0001994008017476159
6,Jawa Tengah,1020.018014,61.81927357000001,1,2,0.00019930617480098858
2,Sulawesi Utara,1020.0,61.81818182,0,1,0.0001993026549597862
93,Kepulauan Bangka Belitung,1019.528113,61.789582604,21,4,0.00019921045071278522
95,Papua Barat Daya,1000.0,60.60606061,0,1,0.0001953947597644963
90,Sulawesi Tengah,1000.0,60.60606061,0,1,0.0001953947597644963
59,Maluku Utara,1000.0,60.60606061,0,1,0.0001953947597644963
59,Bengkulu,1000.0,60.60606061,0,1,0.0001953947597644963
59,Papua Barat,1000.0,60.60606061,0,1,0.0001953947597644963
49,Daerah Istimewa Yogyakarta,991.739964,60.105452357999994,7,4,0.00019378079201463018
19,Lampung,985.043496,59.69960582,0,1,0.00019247233725849957
79,Sulawesi Tengah,979.247181,59.348313998,3,2,0.00019133976768155518
79,Banten,970.054628,58.791189569000004,87,11,0.0001895435909964978
28,Daerah Istimewa Yogyakarta,968.743408,58.711721693,268,4,0.00018928738547959942
32,Lampung,957.6997,58.042406061,32,2,0.00018712950280803017
80,Sulawesi Tengah,957.442671,58.026828544,37,3,0.00018707928068832264
85,Kalimantan Selatan,957.28801,58.017455149,24,3,0.0001870490607393827
74,Nusa Tenggara Barat,952.320339,57.71638418,0,5,0.00018607840385774868
47,Papua Pegunungan,948.5,57.484848485,0,2,0.00018533192963662474
35,Papua Tengah,946.156062,57.34279164,4,1,0.00018487393643421186
56,Bengkulu,940.0282050000001,56.971406366,34,4,0.0001836765852878257
68,Maluku,933.80923,56.59449879,1,1,0.00018246143016171923
46,Papua Barat Daya,923.079882,55.944235272,67,5,0.00018036497178682958
60,Jambi,920.0542,55.76086061,0,1,0.00017977376937931583
60,Jawa Tengah,918.297383,55.654386852,4,2,0.00017943049654365063
2,Papua Barat Daya,917.45,55.603030305000004,0,3,0.00017926492234593714
50,Kepulauan Bangka Belitung,917.2,55.58787879,32,2,0.000179216073655996
81,Kepulauan Riau,916.156344,55.524626913,7,3,0.00017901214874259922
79,Daerah Istimewa Yogyakarta,905.5,54.878787880000004,7,2,0.0001769299549667514
7,Nusa Tenggara Timur,901.699873,54.64847715,0,1,0.00017618743006451182
41,Kalimantan Utara,898.758329,54.470201756,1,2,0.00017561266778129512
1,Papua Tengah,892.5033490000001,54.09111206,0,2,0.0001743904774668634
38,Aceh,891.05,54.003030305,0,3,0.00017410650068815442
70,Lampung,884.505854,53.606415389,0,4,0.00017282780885262061
22,Daerah Istimewa Yogyakarta,878.854514,53.26390994,22,1,0.00017172356663097314
3,Sumatera Selatan,862.5,52.27272727,0,1,0.00016852798029687806
61,Kalimantan Utara,855.4809849999999,51.847332429999994,0,2,0.00016715650154716964
70,Sulawesi Selatan,852.357253,51.658015341,0,3,0.00016654614068346098
63,Sumatera Utara,851.895904,51.630054794,0,4,0.00016645599550643838
70,Riau,848.139355,51.402385151,0,4,0.00016572198551703985
3,Papua Selatan,845.7,51.25454545,0,1,0.0001652453483328345
20,Sulawesi Utara,840.0,50.90909091,0,1,0.00016413159820217687
55,Bengkulu,832.3621149999999,50.446188784,60,2,0.00016263919549749302
95,Banten,824.2022430000001,49.951651091,3,4,0.000161044799268344
8,Jambi,822.1763940000001,49.828872360000005,0,3,0.00016064895898966984
49,Papua,815.3845,49.417242426,1,2,0.00015932185849319393
33,Lampung,814.0,49.333333333,0,2,0.00015905133444829998
42,Maluku,806.588657,48.884161033000005,33,3,0.0001576031968632827
8,Gorontalo,793.4,48.084848482,0,5,0.00015502620239715134
58,Jawa Tengah,788.3103209999999,47.776383088,15,6,0.00015403170579166795
55,Maluku,785.058972,47.57933164,8,3,0.00015339640923490243
42,Kepulauan Bangka Belitung,784.415418,47.540328371,2,3,0.00015327066215567694
31,Daerah Istimewa Yogyakarta,777.759415,47.136934242,117,6,0.00015197011404850016
82,Jambi,776.3132949999999,47.04929061,2,2,0.00015168754977850951
82,Bengkulu,768.300352,46.5636577,0,1,0.00015012186270601795
90,Jawa Barat,766.9664290000001,46.482813878,16,4,0.0001498612211418886
25,Sumatera Barat,765.573578,46.398398667,9,2,0.00014958906535535586
56,Maluku,764.992311,46.36317036,49,3,0.00014947548882953183
52,Papua Tengah,763.0,46.242424240000005,69,2,0.00014908620170031066
3,Kalimantan Selatan,761.196967,46.13314952,3,1,0.0001487338985004282
95,Sumatera Utara,756.0,45.81818182,0,1,0.00014771843838195918
71,Nusa Tenggara Barat,749.319135,45.41328091,0,3,0.00014641303237026516
64,Sulawesi Barat,749.246223,45.408861998,29,3,0.0001463987857475412
63,Sumatera Selatan,747.78967,45.32058606,0,1,0.00014611418292402194
36,Sulawesi Selatan,741.615,44.946363636,0,2,0.0001449076847627469
55,Papua Tengah,738.838036,44.77806279,7,1,0.00014436508054909225
78,Sulawesi Tenggara,737.25,44.681818172,20,3,0.0001440547866363749
20,Kalimantan Utara,734.961014,44.543091757999996,0,3,0.0001436075307668006
72,Jawa Tengah,732.850596,44.415187637,118,3,0.00014319516614868792
95,Papua,729.25339,44.19717515,0,1,0.00014249229094649452
72,Sumatera Utara,725.792196,43.98740582,1,1,0.00014181599177636622
49,Papua Tengah,715.0,43.33333333,23,1,0.00013970725323161486
80,Maluku,708.364999,42.931212058,0,2,0.00013841080880518266
10,Papua Barat,704.72424,42.71056,2,2,0.00013769942357501724
32,Kepulauan Bangka Belitung,695.549995,42.15454515,0,1,0.0001359068241772216
16,Papua,695.526044,42.153093577,10,3,0.00013590214427733048
9,Lampung,693.076927,42.004662239,0,2,0.00013542359964948032
8,Papua Barat,682.6,41.369696967,8,4,0.00013337646301524517
2,Kalimantan Selatan,681.2930259999999,41.29048642,0,4,0.0001331210871444967
71,Jambi,680.879385,41.265417273,0,3,0.00013304026386067296
43,Nusa Tenggara Timur,678.7,41.133333332999996,0,2,0.00013261442345216363
27,Bali,677.015407,41.03123679,0,1,0.00013228526280762768
79,Sumatera Utara,674.19,40.859999999,5,2,0.00013173319308562576
71,Kalimantan Barat,662.723974,40.165089338,1,3,0.0001294927916899023
64,Maluku Utara,660.459127,40.02782588,8,2,0.00012905025245443395
2,Kepulauan Riau,653.735534,39.620335393,1,5,0.0001277364976154447
63,Sulawesi Selatan,652.30632,39.53371636399999,16,3,0.00012745723668926263
16,Sulawesi Selatan,642.0183989999999,38.910206005,26,2,0.0001254470308369915
28,Nusa Tenggara Barat,641.085812,38.85368558,0,1,0.00012526480822416705
36,Kalimantan Barat,633.7115080000001,38.406758061,5,2,0.00012382390786565669
19,Kalimantan Barat,633.7,38.40606061,2,6,0.0001238216592627613
96,Kalimantan Barat,628.35,38.08181818,1,1,0.00012277629729802125
80,Kalimantan Tengah,619.918428,37.570813815,7,3,0.00012112881231264419
70,Kalimantan Selatan,614.550577,37.245489512000006,150,2,0.00012007996235604758
22,Sulawesi Selatan,614.03324,37.214135763,21,5,0.0001199788774172153
59,Sulawesi Tengah,612.5,37.121212121,0,2,0.00011967929035575398
73,Jawa Timur,603.894247,36.599651338,19,6,0.00011799777131572638
82,Maluku Utara,601.841225,36.475225761000004,0,3,0.00011759662157524515
19,Sumatera Barat,600.0,36.36363636,0,1,0.00011723685585869778
93,Kalimantan Barat,596.7312999999999,36.165533329999995,1,3,0.00011659816900745554
49,Nusa Tenggara Timur,596.11565,36.128221216,0,5,0.00011647787422360654
36,Kalimantan Timur,593.521454,35.970997215,0,2,0.00011597098191940453
31,Sulawesi Selatan,592.743616,35.92385552,197,1,0.00011581899645025882
93,Sulawesi Tenggara,592.36,35.900606061999994,4,3,0.00011574403989409703
22,Kepulauan Bangka Belitung,591.848093,35.86958139,3,1,0.00011564401594881024
50,Bengkulu,587.90065,35.63034242,14,1,0.00011487270627214123
63,Kalimantan Timur,586.760472,35.56124073,0,1,0.00011464992146574247
95,Bali,584.544372,35.426931638000006,33,3,0.00011421690713862834
85,Riau,581.21737,35.22529515,2,1,0.00011356682838210234
2,Lampung,580.990153,35.211524426000004,0,3,0.00011352243137097293
7,Kalimantan Timur,580.858056,35.203518548000005,1,3,0.00011349662030939232
70,Sumatera Barat,580.6519559999999,35.19102763,0,8,0.00011345634944940486
16,Kalimantan Tengah,571.903098,34.660793818,218,3,0.00011174686844228118
22,Bengkulu,571.744708,34.65119442,6,1,0.00011171591986628207
52,Papua Pegunungan,563.759,34.167212123,0,2,0.00011015555437007265
11,Aceh,563.618973,34.15872564,0,1,0.0001101281938280471
23,Nusa Tenggara Timur,562.1075000000001,34.067121209,2,6,0.00010983285992432163
81,Aceh,561.5,34.030303028,10,4,0.00010971415760776468
33,Sumatera Barat,560.921891,33.99526612,14,1,0.00010960119813859196
2,Maluku Utara,559.002212,33.878921942000005,29,6,0.00010922610292156202
59,Papua,550.0,33.33333333,0,1,0.00010746711787047296
79,Bengkulu,550.0,33.333333336,0,2,0.00010746711787047296
17,Kalimantan Barat,546.010028,33.09151685,1,1,0.0001066874982500659
77,Daerah Istimewa Yogyakarta,545.940044,33.087275397,14,4,0.00010667382374319853
