kbli_kode,provinsi,total_investasi_rp_juta,total_investasi_us_ribu,total_tki,row_count,percentage_share
10,Kalimantan Selatan,188352.706466,11415.315541404,137,13,0.03680313183091676
93,Jawa Timur,188158.938099,11403.5720059,1043,28,0.036765270507396836
61,Lampung,187745.615761,11378.522166241999,3,12,0.03668450948845802
20,Daerah Khusus Ibukota Jakarta,185706.95537,11254.966992777,383,25,0.036286165931117186
77,Kalimantan Timur,185476.547502,11241.002880364,201,13,0.03624114544110148
10,Sulawesi Utara,183297.078307,11108.913834662,727,14,0.035815288581330325
86,Kalimantan Timur,182761.889344,11076.47814111,1574,10,0.03571071546247634
6,Riau,181004.02365,10969.940827045,10,6,0.03536723771749895
52,Bali,180592.638118,10945.008371740607,156,18,0.035286855140303226
14,Jawa Timur,180564.952741,10943.330471875,998,13,0.03528144556271532
1,Nusa Tenggara Timur,179665.442612,10888.814704360002,192,7,0.035105685997153635
78,Nusa Tenggara Barat,178509.31515100002,10818.746374952,1948,10,0.034879784749654405
68,Papua Barat Daya,176247.1437,10681.645066061,4,2,0.03443776830244015
77,Banten,175842.737965,10657.135635897,282,16,0.03435874954100245
52,Jambi,172992.4498,10484.390898994,44,12,0.03380181816974268
52,Kalimantan Barat,172783.598436,10471.733237368,105,14,0.033761009707647414
43,Jawa Timur,172744.212674,10469.346223751,924,22,0.03375331393614329
50,Nusa Tenggara Barat,171770.001301,10410.303110320001,101,4,0.033562958138956114
46,Sumatera Barat,167370.650124,10143.675766940001,370,26,0.032703347972606545
16,Lampung,165452.584198,10027.429342824,200,11,0.03232856794178331
46,Sumatera Selatan,164425.191386,9965.163114719,1243,29,0.0321278207700988
41,Banten,163679.669662,9919.979979431,1448,12,0.0319821497319386
21,Jawa Timur,160601.270036,9733.410305451,96,15,0.03138064657655722
46,Kalimantan Selatan,158480.421636,9604.87403804,774,22,0.030966243912942303
43,Kepulauan Riau,158311.429204,9594.632073297,709,6,0.030933223677289637
33,Jawa Timur,158107.06365999999,9582.246283457,118,20,0.030893291720915615
26,Banten,158052.972068,9578.968003542,318,11,0.030882722507291502
42,Jawa Timur,157516.582163,9546.459525144,600,32,0.030777914730663925
23,Daerah Khusus Ibukota Jakarta,157200.270502,9527.289121279,213,8,0.030716109089652124
35,Kalimantan Timur,156280.40981500002,9471.53998694,4,9,0.030536373131698956
10,Kepulauan Riau,155390.51894900002,9417.607209353999,145,8,0.03036249311972027
61,Riau,154893.956961,9387.51254203,39,14,0.03026546750936682
31,Jawa Barat,153812.85899,9321.991453071,403,30,0.030054226631041393
61,Sulawesi Utara,153650.696938,9312.163452132,57,5,0.030022541015847937
59,Banten,152533.52359199998,9244.455977747999,113,7,0.02980425119829096
36,Riau,151115.59836600002,9158.521114606,0,4,0.029527196039392682
32,Banten,148939.512979,9026.637150404,309,15,0.02910200035797278
43,Jawa Barat,147935.020096,8965.758794677,1041,25,0.02890572771241385
68,Nusa Tenggara Timur,146842.390313,8899.538806962,42,31,0.028692233578453033
61,Daerah Istimewa Yogyakarta,146483.78519099997,8877.805161678,25,10,0.028622164016789516
6,Sulawesi Tenggara,145216.7837,8801.017195,0,1,0.028374598564834323
17,Sumatera Utara,144612.0656,8764.3676121,446,4,0.028256439816959578
50,Lampung,144601.6402,8763.735772,0,1,0.028254402748431127
35,Kalimantan Tengah,144310.351139,8746.081886289001,101,8,0.028197486392335012
18,Jawa Barat,139778.446636,8471.421008569,599,21,0.027311976000695685
47,Nusa Tenggara Barat,139644.48184,8463.301930173,1289,18,0.027285799981564364
61,Banten,138760.393693,8409.720829701,246,16,0.02711305379047066
46,Sulawesi Selatan,137488.457359,8332.633778777,919,39,0.026864524096052993
7,Kalimantan Barat,137046.201266,8305.830379121,107,13,0.026778109573006876
8,Banten,136861.591714,8294.641920488999,189,8,0.02674203783394361
96,Bali,136849.05467699998,8293.882101147,566,58,0.02673958816261083
1,Sulawesi Tenggara,136642.578897,8281.368417702,406,9,0.026699243877180548
45,Sulawesi Tengah,135531.618612,8214.03748982,193,4,0.02648216805918507
45,Jawa Timur,135439.58473200002,8208.459681462213,793,42,0.02646418512131228
27,Jawa Timur,134407.237527,8145.893183374001,167,11,0.026262469887197753
42,Sumatera Barat,133543.85043,8093.566690125,25,14,0.026093768572795672
35,Lampung,133405.755836,8085.197320249001,34,7,0.026066785612776266
6,Sumatera Utara,132608.114,8036.855392,1,1,0.025910930577852938
20,Lampung,130812.06892199999,7928.004178689,100,10,0.02555999278131092
46,Daerah Istimewa Yogyakarta,129913.406479,7873.539787375,406,20,0.02538439884915156
22,Sumatera Utara,128370.879373,7780.053295373,399,17,0.025082997135844467
53,Banten,128136.994281,7765.878440391,5,6,0.025037297214480628
49,Maluku Utara,127911.648002,7752.221092429,26,6,0.024993265732431602
52,Maluku Utara,126094.230442,7642.074571955,163,11,0.024638151864903625
17,Jambi,125748.1302,7621.098799,0,1,0.0245705256912636
49,Riau,125410.049364,7600.609052379001,86,8,0.024504466467532404
9,Jawa Barat,124987.423048,7574.995335641001,334,22,0.024421887500047423
23,Sumatera Utara,124472.02586099999,7543.759144205999,149,13,0.02432118159051026
26,Daerah Khusus Ibukota Jakarta,122853.327955,7445.656239387,177,19,0.0240048965020361
42,Jawa Tengah,121920.11430399999,7389.097837986,114,27,0.023822551444890004
93,Kepulauan Riau,121054.99282300001,7336.666234466001,22,11,0.023653511240942907
8,Jawa Tengah,120471.74487000001,7301.317871264,40,13,0.02353954764728334
23,Sulawesi Tenggara,119701.79561999999,7254.654279061,2,3,0.02338910359854873
1,Aceh,118923.11976500001,7207.461804954,231,14,0.023236954416926598
55,Banten,118354.343822,7172.990534287999,313,11,0.023125818578184285
1,Papua Barat Daya,117275.78267,7107.623191881,213,5,0.022915073380997925
86,Riau,117222.107741,7104.370165975,273,11,0.022904585581140596
28,Banten,117152.42263999999,7100.146826829,445,17,0.022890969477571535
30,Jawa Timur,117012.080644,7091.641250068001,586,11,0.022863547386978246
8,Kepulauan Riau,116944.013821,7087.515989113999,469,5,0.022850247486450228
1,Banten,116850.79621100001,7081.866436357001,311,15,0.02283203325393846
85,Sumatera Utara,116655.83916199999,7070.050857485,0,2,0.022793939668184708
46,Lampung,116553.301229,7063.836438576001,664,27,0.022773904293399424
53,Daerah Khusus Ibukota Jakarta,116368.306629,7052.624643588,592,15,0.022737757317974696
2,Gorontalo,116264.2033,7046.315351,31,1,0.022717416073014057
50,Sulawesi Utara,115939.702221,7026.648620819,19,4,0.02265401026263953
63,Banten,115618.229691,7007.165436215,197,14,0.022591196214869297
31,Jawa Timur,115299.10501500001,6987.824545089999,514,28,0.022528840925467357
64,Kalimantan Timur,114651.218022,6948.5586659420005,90,14,0.022402247202115578
86,Sumatera Selatan,113644.89405,6887.569335653,255,10,0.022205616771361385
36,Jawa Timur,112810.10645299999,6836.976148796,200,10,0.022042503649391185
55,Sulawesi Selatan,112493.42546000001,6817.7833593000005,105,8,0.021980625842841973
8,Jawa Barat,111058.99394799999,6730.848117778999,130,17,0.021700345442156106
61,Kalimantan Selatan,110124.492737,6674.211680476,65,7,0.02151774880253313
28,Kepulauan Riau,109824.62339200001,6656.037781710001,432,10,0.021459155903906124
56,Jawa Timur,109501.503156,6636.454736398,3136,76,0.021396019903017854
47,Sumatera Selatan,109305.542682,6624.578344791999,762,17,0.021357730253277283
90,Banten,108914.6,6600.8848485339995,55,4,0.021281342101846207
2,Kalimantan Tengah,106630.318065,6462.443518549,527,14,0.020835005381922504
33,Banten,106454.288378,6451.775053249,384,16,0.020800610103519718
41,Nusa Tenggara Barat,105683.200304,6405.04244239,19,9,0.020649943534543223
56,Nusa Tenggara Barat,105130.775431,6371.562146681,602,62,0.020542002609195455
45,Sumatera Selatan,104138.348757,6311.415077548,248,13,0.020348087637645344
10,Sumatera Barat,104072.137484,6307.402271846,176,21,0.02033515030186381
32,Kepulauan Riau,102645.528307,6220.94110939,205,7,0.02005639834444607
61,Sulawesi Tenggara,102199.657579,6193.918642303,0,3,0.019969277540662488
52,Sulawesi Selatan,100396.188033,6084.617456576,118,20,0.01961688904197923
29,Jawa Tengah,99259.51802300001,6015.728364778606,1357,11,0.019394789678443776
8,Jawa Timur,98123.426045,5946.874305257999,112,16,0.019172803259332093
61,Aceh,97041.289302,5881.290260821,0,8,0.018961359410401276
64,Sumatera Selatan,96519.27835,5849.653233696,106,16,0.018859361205840797
47,Papua Barat Daya,96307.368998,5836.8102422,257,3,0.01881795522891491
93,Jawa Tengah,96052.34529900001,5821.354260332,228,31,0.01876812493451455
3,Papua,95928.099834,5813.8242323,49,2,0.018743848021729043
49,Banten,95711.122286,5800.674079027,167,11,0.018701451745863296
1,Kepulauan Riau,95318.822491,5776.898332796,38,7,0.018624798421663608
11,Banten,94543.08010299999,5729.883643022,41,9,0.01847322242412121
2,Kalimantan Timur,94424.819364,5722.7163244,72,10,0.018450114895434737
46,Jambi,94013.023063,5697.758972758999,861,16,0.018369652056128935
71,Jawa Barat,92167.124241,5585.886317933,568,31,0.01800897309925468
5,Kalimantan Utara,92112.04096099999,5582.5479373,36,4,0.017998210114992037
68,Daerah Istimewa Yogyakarta,91698.19495599999,5557.4663609009995,47,7,0.017917346774265566
10,Sulawesi Tengah,90915.672014,5510.040728360001,298,11,0.017764445892003267
8,Sulawesi Barat,90780.13512,5501.8263707060005,29,4,0.017737962693160914
50,Sumatera Selatan,90435.31894,5480.928421211,22,3,0.0176705874185069
42,Aceh,89499.09166800001,5424.1873735770005,4,19,0.01748765351560949
64,Kalimantan Tengah,88254.087543,5348.73257811,60,7,0.01724438623369931
46,Sulawesi Barat,87662.64327,5312.88747159,113,4,0.017128821122062387
8,Kalimantan Barat,87168.651938,5282.948602494,74,13,0.0170322978044205
41,Kepulauan Riau,86722.45304,5255.906244809999,84,6,0.01694511287793861
56,Jawa Tengah,86678.58394699999,5253.247511616,2461,76,0.01693654108705079
9,Banten,86232.589594,5226.217551042,448,9,0.01684939612759003
47,Kalimantan Timur,85704.64132200001,5194.220685685001,559,9,0.016746237801814515
18,Banten,85147.13851,5160.432636689,73,7,0.01663730467379574
86,Sulawesi Selatan,85017.47236700001,5152.574083285,143,9,0.016611968588934666
33,Jawa Tengah,83976.44538399999,5089.481538755999,248,16,0.016408557371683022
38,Sulawesi Selatan,83633.359369,5068.68844724,0,5,0.01634152016220354
2,Kalimantan Barat,82977.11875,5028.9162880799995,44,12,0.016213294184106327
47,Nusa Tenggara Timur,82830.894432,5020.054207767,1164,22,0.016184722718618993
42,Sulawesi Selatan,82682.24967599999,5011.045434859,53,18,0.01615567831223012
49,Kalimantan Barat,82593.38591299999,5005.659751813,48,5,0.016138314798606966
11,Bali,81712.263527,4952.258396040001,37,9,0.01596614810167138
52,Aceh,81549.769272,4942.410259128001,3,9,0.015934397575752542
47,Daerah Istimewa Yogyakarta,81229.797825,4923.018049908,317,9,0.015871876831734476
61,Bengkulu,80768.746414,4895.075539728,0,4,0.015781789802043047
38,Daerah Khusus Ibukota Jakarta,80403.06131399999,4872.912807165,69,12,0.015710336849779096
93,Sumatera Utara,80317.283347,4867.714142428,27,12,0.015693576284524044
9,Nusa Tenggara Barat,80044.95785400001,4851.209566832999,36,7,0.01564036531024156
85,Jawa Barat,79941.125072,4844.916670982,545,29,0.015620076928746991
9,Riau,77660.44840699999,4706.693843462,7,6,0.01517444465968882
38,Jawa Barat,77620.00531000001,4704.242745495,422,27,0.015166542290466378
11,Nusa Tenggara Barat,76231.16986,4620.07090033,0,2,0.01489517112136121
74,Bali,76071.611119,4610.400673309,170,61,0.01486399417949519
31,Kepulauan Riau,76041.417652,4608.57076661,51,2,0.014858094534264267
78,Banten,75643.387393,4584.447720464,1527,16,0.014780321507427963
86,Kepulauan Riau,75614.04469600001,4582.669375316,322,5,0.014774588098196808
49,Sumatera Barat,74885.565009,4538.51909117,30,9,0.014632246984762122
18,Jawa Timur,74773.955913,4531.754903584,277,13,0.014610439152261671
64,Kalimantan Selatan,74244.18789100001,4499.647750611,128,11,0.01450692525687207
24,Kepulauan Bangka Belitung,74123.74947,4492.348453206,55,7,0.01448339222053436
3,Lampung,74060.356595,4488.506460715,98,10,0.014471005584952954
64,Gorontalo,73185.982563,4435.514095097,23,3,0.014300157481026
47,Sulawesi Tenggara,73087.614397,4429.552387074,315,16,0.014280936856861956
43,Nusa Tenggara Barat,72768.664552,4410.222093593,351,7,0.014218615728521256
35,Kepulauan Bangka Belitung,72374.479014,4386.332061613,9,5,0.014141593940021109
61,Nusa Tenggara Timur,71872.035996,4355.88096945,15,11,0.01404341920722365
42,Riau,71441.96434199999,4329.816020292,59,11,0.013959385459708798
55,Sumatera Utara,71226.092924,4316.732903937,60,18,0.013917205315848669
19,Jawa Barat,70720.037859,4286.062900021,100,19,0.013818324807995387
41,Sulawesi Selatan,70549.58490999999,4275.732418192,84,18,0.01378501919497438
47,Kalimantan Selatan,70335.895789,4262.78156239,135,13,0.013743265460512301
80,Jawa Timur,69653.265767,4221.410045786,271,17,0.01360988313135558
16,Jawa Barat,69550.984766,4215.2111977839995,2111,26,0.01358989795973671
68,Sulawesi Utara,68636.63948499999,4159.796332328,72,7,0.013411239683213914
93,Banten,68074.542993,4125.729878021,249,15,0.013301408974195107
61,Nusa Tenggara Barat,67983.605333,4120.218505440001,8,5,0.013283640231965863
47,Sulawesi Utara,67903.72451500001,4115.37724386,1213,16,0.013268031938722965
36,Banten,67462.245008,4088.620909735,192,8,0.01318176915651175
3,Nusa Tenggara Barat,67421.640769,4086.160047285,409,15,0.013173835300986925
1,Daerah Khusus Ibukota Jakarta,67397.9198,4084.7224120319997,162,16,0.01316920034794779
69,Daerah Khusus Ibukota Jakarta,66645.207269,4039.1034707810004,923,13,0.01302212426378132
79,Bali,66001.548772,4000.093864624,228,71,0.012896356766389623
24,Sumatera Utara,65341.764716,3960.10695202,30,4,0.01276743841927106
42,Jambi,64255.487442,3894.271966012,63,7,0.012555185532280199
61,Jambi,64164.994926,3888.787570767,0,6,0.012537503768855892
45,Sulawesi Tenggara,64142.140778,3887.40247128,88,4,0.012533038188097811
51,Bali,63648.76622,3857.500983,5,1,0.012436635384863485
70,Jawa Barat,62982.730579999996,3817.135186588,201,30,0.012306495510991094
42,Kepulauan Riau,62663.424841,3797.783323703,1715,9,0.012244104842827765
24,Kalimantan Timur,62584.274065000005,3792.98630703,63,2,0.012228639195966071
41,Jawa Tengah,62227.572582,3771.368035317,873,23,0.012158941595387647
49,Kalimantan Timur,61961.613604,3755.249308348,157,10,0.012106974604774124
9,Kalimantan Barat,61807.51223,3745.9098320999997,795,3,0.012076864003822017
77,Jawa Timur,61782.218302,3744.3768666710002,140,20,0.012071921702836956
80,Sumatera Selatan,61535.761482,3729.4400889000003,222,3,0.012023765331700733
10,Sulawesi Barat,61486.157380000004,3726.433781638,9,8,0.01201407295010711
41,Sumatera Utara,61003.560071,3697.185458326,399,9,0.011919775964852063
1,Bengkulu,60676.061524000004,3677.33706221,633,10,0.011855784464937779
70,Banten,60674.723801,3677.2559884720004,189,20,0.01185552308087356
64,Banten,60592.469123999996,3672.270855734,809,21,0.011839450948021638
80,Bali,60441.81059200001,3663.140035243,71,7,0.011810013060355028
17,Kalimantan Utara,59461.40639,3603.721599,45,1,0.011618447216833134
52,Bengkulu,59150.502892000004,3584.8789630310002,38,8,0.011557698302531484
19,Banten,58836.311712,3565.8370736389998,128,9,0.011496306992395261
36,Bali,58805.324732,3563.95907415,8,3,0.011490252298882333
86,Sumatera Barat,58717.958853000004,3558.664173204,223,8,0.011473181463943515
78,Jawa Barat,58606.167744,3551.888953896,601,30,0.011451338067056652
59,Jawa Barat,58532.636731,3547.432529335,75,24,0.011436970492436277
16,Kalimantan Selatan,57722.405145000004,3498.3275848330004,809,6,0.0112786554863362
1,Jawa Tengah,57550.523752,3487.910530825,388,32,0.011245070762842977
77,Nusa Tenggara Barat,57529.263359,3486.622021613,19,5,0.011240916593460243
46,Nusa Tenggara Timur,57075.016043999996,3459.091881439,177,22,0.011152159048472152
45,Kalimantan Timur,56740.266743,3438.804044544,236,11,0.011086750789221923
47,Kalimantan Barat,56679.440751999995,3435.11762157,754,14,0.011074865709323041
47,Papua Barat,56305.076175,3412.428859117,328,4,0.011001716832735788
18,Daerah Khusus Ibukota Jakarta,55958.189376,3391.405416178,101,9,0.01093393696997971
47,Aceh,55554.78912,3366.956916049,96,23,0.010855114673869652
3,Kepulauan Bangka Belitung,54791.069888,3320.670902637,233,8,0.010705887938005487
47,Lampung,53999.507034,3272.6973960050004,443,16,0.010551220704309658
20,Kalimantan Tengah,53767.861847,3258.6582937020003,5,4,0.010505958448645191
80,Kalimantan Timur,53739.223507999995,3256.922636147,146,6,0.01050036266727623
45,Bali,53612.682046,3249.253456843,172,18,0.010475637128708493
6,Nusa Tenggara Timur,53274.836254,3228.7779548,1,2,0.010409623831343208
71,Maluku Utara,52588.87702,3187.204667652,0,3,0.010275590991607539
28,Riau,52450.252077,3178.803156277,0,5,0.010248504404172687
10,Bali,52418.325436,3176.868207477212,640,23,0.010242266105824405
41,Kalimantan Timur,52405.104981000004,3176.0669681729996,297,9,0.010239682898195704
26,Jawa Tengah,52251.651069,3166.7667319509997,455,13,0.01020969880792554
47,Gorontalo,52085.403034999996,3156.6910930000004,187,6,0.01017721481326079
31,Sumatera Utara,51648.239698000005,3130.196345611,45,6,0.01009179538804983
42,Kalimantan Selatan,51327.970509,3110.786091629,231,12,0.010029216466805206
61,Kepulauan Riau,51024.993889000005,3092.423872409,48,12,0.009970016422926048
38,Kepulauan Riau,50983.548777,3089.91204645,34,5,0.009961918265223394
82,Banten,50568.851785,3064.778895405,156,10,0.009880888646096495
19,Daerah Khusus Ibukota Jakarta,50039.6964,3032.7088723350003,15,7,0.00977749445676633
47,Bengkulu,49732.699537,3014.103001941,311,10,0.009717508878471991
2,Maluku,49629.59537,3007.854265092,29,4,0.009697362864530308
52,Kalimantan Tengah,49550.372811,3003.0528975780003,8,10,0.009681883191646574
30,Banten,48819.764699,2958.773618119,86,12,0.009539126195120342
49,Sumatera Utara,48575.868896,2943.992054071,135,13,0.009491470233285587
43,Sumatera Utara,48551.15953,2942.494516647818,215,11,0.009486642152652084
23,Kepulauan Riau,48471.606346,2937.6731118179996,29,4,0.009471097877375904
42,Banten,48471.562988,2937.670484254,601,11,0.00947108940544991
46,Kepulauan Bangka Belitung,48021.539361999996,2910.3963251819996,199,12,0.009383157147159291
28,Jawa Timur,47584.421419,2883.904328005,274,23,0.009297746591698056
3,Sulawesi Utara,47418.936866000004,2873.87496189,23,4,0.009265411777219889
59,Bali,47181.63165,2859.492826742,139,26,0.009219043581548705
10,Bengkulu,46802.035149,2836.48697887,55,9,0.009144872414428367
55,Kalimantan Utara,46510.0,2818.787879,68,1,0.009087810276646721
23,Kalimantan Barat,46060.5777,2791.5501642550003,39,7,0.008999995514305416
86,Kalimantan Tengah,45874.121672,2780.249798589,37,6,0.008963562983507714
81,Daerah Khusus Ibukota Jakarta,45777.770257,2774.41031858,1611,20,0.008944736421920818
62,Banten,45576.081779,2762.186774712,217,13,0.008905327550214741
85,Banten,45059.565462,2730.882755218,418,11,0.008804402968540084
86,Sulawesi Utara,44964.32479,2725.110592722,70,6,0.008785793440314835
17,Kepulauan Riau,44696.921135000004,2708.90431145,168,4,0.008733544167385962
61,Kepulauan Bangka Belitung,44449.702269,2693.921349912,0,5,0.008685238896454641
11,Jawa Tengah,44140.735968,2675.196118851,85,23,0.00862486850029542
77,Kalimantan Barat,44026.418243,2668.2677725000003,105,4,0.008602531415882223
9,Sumatera Utara,43447.712029999995,2633.194667939,22,3,0.008489455254418864
22,Lampung,43145.271416,2614.864934488,67,5,0.008430359943303309
93,Aceh,42516.443849999996,2576.754172878,14,5,0.008307490332111445
50,Sulawesi Selatan,42482.488925,2574.69629898,7,4,0.00830085571769825
80,Papua Tengah,42093.62031,2551.128503,78,1,0.008224872828090372
64,Kalimantan Barat,41506.358293,2515.536866162,53,7,0.008110124907359843
62,Jawa Barat,41001.534842,2484.941505364,480,21,0.008011485050428214
25,Kalimantan Timur,40952.651123,2481.978856045,19,6,0.008001933427897815
20,Kalimantan Barat,40922.930099,2480.177581489,204,7,0.007996126095553379
45,Kalimantan Barat,40774.914011,2471.2069100559997,164,10,0.00796720452759734
80,Jawa Barat,40522.134638,2455.886947569,1084,24,0.007917812762736585
21,Sumatera Selatan,40378.81232,2447.200747,22,1,0.007889808332842082
8,Kalimantan Timur,40107.303579,2430.745671173,193,8,0.007836756947620427
7,Jawa Barat,39914.930026,2419.086668203,8,4,0.00779916816344695
56,Sumatera Utara,39758.39241,2409.599539923,561,31,0.007768581533574522
77,Kalimantan Selatan,39214.788588999996,2376.653853478,293,8,0.007662364195563165
70,Kepulauan Riau,39179.73531,2374.529412707,152,7,0.0076555149685340025
47,Kepulauan Riau,39176.847691,2374.3544055009997,230,8,0.007654950742913206
8,Sulawesi Tenggara,38862.17624,2355.283407945,10,9,0.007593465590340316
64,Sumatera Utara,38582.100173,2338.3091013069998,179,19,0.007538740194513065
52,Nusa Tenggara Barat,38463.833763,2331.141440147,14,10,0.007515631557742907
31,Daerah Khusus Ibukota Jakarta,38410.137294,2327.887109363,97,9,0.00750513954908245
64,Riau,38303.36887,2321.416294648,91,12,0.007484277558524536
55,Riau,38031.771789,2304.9558657519997,134,5,0.007431208912129802
19,Sulawesi Tenggara,37452.84723,2269.869529,1,1,0.007318090087002229
55,Aceh,37310.9696,2261.270884639,68,4,0.007290367941572423
36,Jawa Tengah,37077.716132,2247.134311045,63,9,0.007244791436228328
12,Jawa Barat,36960.771944,2240.04678483,414,4,0.007221941154708215
47,Kalimantan Tengah,36842.461222,2232.8764375,112,13,0.007198823859605461
55,Kalimantan Selatan,36588.024384000004,2217.456022723,95,7,0.007149108234769212
82,Jawa Barat,36459.520301000004,2209.66789698,188,21,0.007123999210342671
49,Sumatera Selatan,36142.823032,2190.4741228099997,163,13,0.007062118223548343
46,Sulawesi Utara,35692.61258,2163.1886412,693,19,0.006974149460436339
52,Sulawesi Tengah,35495.026438,2151.213723103,57,14,0.0069355421636874545
5,Aceh,35450.241318,2148.49947409,26,2,0.00692679138592403
68,Jambi,35354.561465,2142.700695053,10,6,0.006908096044032793
90,Daerah Khusus Ibukota Jakarta,35212.503276,2134.091107294,254,11,0.006880338618320559
35,Bengkulu,35148.817450999995,2130.231360304,34,8,0.006867894741844279
55,Kalimantan Tengah,35020.559605,2122.458158321,23,3,0.006842833830837199
45,Sulawesi Selatan,34957.797902,2118.654417994,168,16,0.006830570522957102
55,Sulawesi Utara,34589.667119000005,2096.343461444,93,16,0.0067586396970509026
46,Sulawesi Tenggara,34581.420845,2095.843687406606,379,14,0.006757028418323719
38,Banten,34540.228069,2093.347155739,82,12,0.006748979565753166
55,Daerah Istimewa Yogyakarta,34535.729502999995,2093.074515205,166,8,0.00674810056953031
41,Jambi,34229.429096,2074.5108545760004,26,3,0.006688251075088779
41,Bali,34118.184599,2067.768763687,117,11,0.0066665144833223415
45,Kepulauan Bangka Belitung,33979.677642,2059.374403097,13,6,0.006639450949733617
35,Nusa Tenggara Barat,33331.362218999995,2020.082558713,24,12,0.006512773513404912
64,Maluku,33305.467643,2018.513190667,11,2,0.0065077138489481896
10,Maluku Utara,33174.026932,2010.54708636,875,3,0.006482031022799069
49,Kepulauan Riau,33068.125222999995,2004.128801074,46,5,0.006461338383810365
51,Banten,32998.19805399999,1999.890791536,308,4,0.006447674981422598
56,Sulawesi Selatan,32941.842965,1996.4753311579998,648,21,0.006436663492345938
43,Sulawesi Utara,32882.691009999995,1992.890363665,190,3,0.0064251055103091105
3,Jawa Timur,32738.428924,1984.1472074919998,161,20,0.006396917454672017
9,Aceh,32632.31844,1977.716268728,0,4,0.006376184022142342
86,Nusa Tenggara Barat,32580.73231,1974.58983717,271,6,0.006366104362663812
35,Sulawesi Tenggara,32579.765458,1974.531239871,4,12,0.006365915444849545
86,Kalimantan Barat,32178.694551,1950.2239114870001,54,7,0.0062875482913277506
43,Jawa Tengah,32006.691308,1939.799473005,655,20,0.006253939758983052
24,Jawa Tengah,31980.077368,1938.186506881,236,10,0.006248739534570364
11,Kepulauan Riau,31736.119022,1923.401153125,49,4,0.00620107135216115
1,Papua,31676.649400000002,1919.7969338399998,119,3,0.006189451299657176
70,Jawa Timur,31631.450763,1917.057622048,104,18,0.006180619722838878
33,Sulawesi Tenggara,31539.653327,1911.49414058,106,3,0.006162682984884662
20,Kalimantan Selatan,31356.878616999995,1900.416885906,0,4,0.006126969764333184
55,Lampung,31268.409062,1895.055094892,173,9,0.006109683276887488
2,Jambi,31229.797566999998,1892.715003874,15,4,0.006102138793097815
43,Kalimantan Timur,31096.140176,1884.614556189,56,7,0.006076022839292622
42,Sumatera Utara,31001.340627,1878.869128622,693,22,0.006057499504189984
45,Kalimantan Selatan,31000.962739,1878.84622696,339,12,0.006057425666855005
78,Jawa Timur,30984.628152999998,1877.85625172,726,26,0.006054233974347683
73,Banten,30842.812192,1869.2613446,121,9,0.0060265238787173174
80,Jawa Tengah,30737.688267999998,1862.890197871,308,15,0.006005983214841836
17,Daerah Khusus Ibukota Jakarta,30670.495511999998,1858.8179102089998,238,5,0.0059928541024253015
93,Jambi,30590.089,1853.944787457,20,4,0.005977143091329561
73,Bali,30574.445012,1852.9966671700001,91,43,0.005974086338052542
66,Sumatera Selatan,30560.861901,1852.173449,41,2,0.005971432269341843
50,Papua Barat,30146.074063,1827.0347915,13,2,0.005890384899382597
7,Sumatera Barat,30030.0,1820.0000001180001,31,3,0.005867704635727823
95,Daerah Khusus Ibukota Jakarta,29962.263226000003,1815.894741162,257,20,0.005854469225044873
12,Kepulauan Riau,29773.031770999998,1804.4261679390002,105,5,0.00581749439035526
35,Nusa Tenggara Timur,29698.585588,1799.91427805,84,11,0.0058029479963125925
42,Nusa Tenggara Barat,29437.952003,1784.118303123,22,11,0.005752021559584957
23,Riau,29330.718070000003,1777.619276976,89,7,0.0057310686110078205
50,Kalimantan Utara,29296.56264,1775.5492509,353,2,0.005724394818968317
23,Kalimantan Selatan,29270.268127,1773.955643868,49,7,0.005719257008917558
1,Papua Barat,28605.599615,1733.67270422,208,4,0.005589384264692293
93,Kalimantan Timur,28504.067726,1727.519255781,72,13,0.005569545465632702
6,Jawa Barat,28247.626622,1711.9773702119999,21,6,0.005519438217722879
45,Lampung,27939.883553,1693.326275879,38,16,0.005459306834686436
35,Sulawesi Utara,27424.899855,1662.115142691,124,9,0.0053586817187330936
33,Nusa Tenggara Barat,27347.20367,1657.406283082,41,6,0.005343500291330401
5,Bengkulu,27322.584418,1655.91420703,207,3,0.0053386898185002795
82,Jawa Timur,27219.040773,1649.638834846,1191,26,0.005318457932860364
93,Nusa Tenggara Barat,27217.110151,1649.521827234,105,26,0.005318080699438479
59,Jawa Timur,26976.735214,1634.9536493169999,115,19,0.005271112696369957
3,Jawa Tengah,26706.854938,1618.59726905,141,16,0.005218379504675762
71,Kepulauan Riau,26423.933891,1601.4505387509998,105,6,0.005163098214664877
68,Sulawesi Tenggara,26412.023555,1600.72870052,32,11,0.005160770997423442
74,Banten,26328.038102,1595.638672953,124,9,0.005144360680010795
68,Sumatera Selatan,26227.283203,1589.5323151960001,92,12,0.005124673700725594
85,Bali,25990.505421,1575.182146887,134,46,0.005078408562894134
64,Bengkulu,25756.532003,1561.0019399999999,756,2,0.005032691383092746
86,Jambi,25715.871483,1558.537665536,90,7,0.005024746530555446
7,Aceh,25710.466253,1558.2100758961,54,14,0.005023690376938124
74,Kepulauan Riau,25629.957777,1553.33077409,1,3,0.005007959442611098
41,Sulawesi Tenggara,25562.459593,1549.2399750959999,18,7,0.004994770651163879
43,Riau,25493.679969999997,1545.0715136099998,103,6,0.004981331473251101
